perfume_id,brand,name,old_price,old_price_THB,new_price,new_price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
192,Givenchy,Gentlemen Only,627,20709.81,260,8587.8,100,EDT,Men,Woody,"Skin Accord, Tonka Bean","Cedar Wood, Patchouli Heart, Leather",4,Faces,3.9,61
193,JAGUAR,Classic Amber,87,2873.61,85,2807.55,100,EDT,Men,Arabian,"Cedar Wood, Patchouli, Vanilla, Leather, Vetiver, Labdanum, Musk","Cinnamon,Black Pepper,Apple,Orange Blossoms, Elemi Resin",4.3,Abu Al Tayyeb Perfumes,3.9,33
194,AIGNER,Debut,220,7266.6,143.75,4748.0625,100,EDP,Women,Citrus,"Patchouli, Cedar, Vanilla, White Musk, Oak Moss","Luminous Orange Blossom, Water Lily, Jasmine, Sunflower Seed",4.5,noon,4.2,98.1K
195,J.CASANOVA,Pandora,142,4690.26,88.95,2938.0185,100,EDP,Women,Floral,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",5,noon,4.2,98.1K
196,Roberto Cavalli,Serpentine,286,9446.58,162.85,5378.9355,100,EDP,Women,Arabian,"Tolu Balsam, Sandalwood, Amber","Violet Leaf, Tiare Flower, Pepper, Frangipani",4.4,noon,4.2,98.1K
197,BVLGARI,Man in Black,483,15953.49,200.95,6637.3785,100,EDP,Men,Woody,"Benzoin, Guaiac Wood, Tonka Beans","Iris, Leather, Tuberose",4.7,Star.perfume,3.9,537
198,MONTBLANC,Lady Emblem,8.5,280.755,8.5,280.755,2,EDT,Men,Floral,"Vanilla, Amber, Musk,, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Queen Beauty,3.8,467
199,Al Fakhr,Ameer Al Oud Khususi,28,924.84,12,396.36,100,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",4.1,kikup,3.6,425
200,LACOSTE,Touch Of Pink,249,8224.47,90,2972.7,90,EDT,Women,Floral,"Sandalwood, Musk, Vanilla","Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",5,Cute Shop,3.7,347
201,Dior,Addict,715,23616.45,333.8,11025.414,100,EDP,Women,Floral,"Amber, Caramel, Vanilla, Sandalwood, Pralines","Honeysuckle, Gardenia,, Jasmine",5,AMLAQ,3.9,135
202,BURBERRY,My Burberry Bl,699,23087.97,255.85,8450.7255,90,EDT,Women,Floral,"Amber, Patchouli","Candied Rose, Peach Nectar",5,AMLAQ,3.9,135
203,joop,Homme,170,5615.1,52.15,1722.5145,75,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Patchouli, Vanilla","Jasmine, Heliotrope, Lily-Of-The-Valley, Cardamom, Cinnamon",4.7,hadayiq baris,3.8,122
204,TED LAPIDUS,Creation,101,3336.03,50,1651.5,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah  perfume,3.5,88
205,LOEWE,Esencia,230,7596.9,219.9,7263.297,150,EDT,Men,Woody,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax","Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",5,Y,3.5,75
206,Benetton,Hot,124,4095.72,29.85,985.9455,100,EDT,Women,Fruity,"Sandalwood, Amber, Musk, Vanilla, Oak Moss, Cedar","Apricot, Iris, Water Jasmine, Lily Of The Valley",5,Beauty Gallery,3.7,59
207,KORLOFF,In White,100.15,3307.9545,100.15,3307.9545,88,EDT,Men,Citrus,"Cashmeran, Virginia Cedar, Musk, Tonka Bean","Lavender, African Orange Flower, Clary Sage",4.8,noon,4.2,98.1K
208,LACOSTE,Lacoste,310,10239.3,98.95,3268.3185,50,EDP,Women,Floral,"Himalayan Cedar, Warm Woman Skin Accord, Sandal, Incense","Heliotrope, Jasmine In An Alliance with Hibiscus Blossom, Bulgarian Rose",4.6,noon,4.2,98.1K
209,LACOSTE,Lacoste,368,12155.04,115,3798.45,100,EDT,Men,Citrus,"Cedar, Woody Notes, Amber, Vanilla, Musk","Black Pepper, Ginger, Jasmine, Almond",4.6,noon,4.2,98.1K
210,Sedr Al-Khaleej Perfumes,Love Touch,111,3666.33,49.85,1646.5455,100,EDP,Women,Fresh,"Woody Leather, Musk","Tiare Flower, Rose",5,noon,4.2,98.1K
211,BURBERRY,My Burberry Blush,699,23087.97,199.9,6602.697,90,EDP,Women,Arabian,"Jasmine, Wisteria","Rose petals, Green apple, Geranium",4.5,noon,4.2,98.1K
212,Lattafa,Rouat Al Oud,144,4756.32,44.25,1461.5775,100,EDP,Unisex,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",4.3,noon,4.2,98.1K
213,LANVIN,Rumeur,154,5086.62,71,2345.13,100,EDP,Women,Floral,"Amber, Patchouli, Musk","Orange Blossom, Plum, Rose, Jasmine, Lily Of The Valley",5,top langri,3.7,347
214,GUCCI,Oud,690,22790.7,380,12551.4,75,EDP,Women,Spicy,"Natural Oud Oil, Patchouli","Bulgarian Rose, Orange Flower",4.2,AMLAQ,3.9,135
215,CHLOE,Love Story,383,12650.49,237,7828.11,50,EDP,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley, Geranium",4,hadayiq baris,3.8,122
216,TED LAPIDUS,Rumba,111,3666.33,58,1915.74,100,EDT,Women,Floral,"Ambergris, vanilla, leather tonka bean, patchouli, musk, sandalwood, cedar, plum, styrax, oakmoss","Honey, jasmine, tuberose, carnation, heliotrope, magnolia, gardenia lily of the valley, orchid, marigold, rose",3.3,hadayiq baris,3.8,122
217,AMOUAGE,Honour,1607,53079.21,710.95,23482.6785,100,EDP,Women,Spicy,"Patchouli, Cedar, Vetiver, Frankincense, Musk, Tonka Bean","Geranium, Elemi, Nutmeg",5,rich&light,3.8,66
218,Jimmy Choo,jimmy,441,14566.23,188.95,6241.0185,100,EDP,Women,Floral,"Coffee, patchouli",Orchid,5,Faces,3.9,61
219,Rasasi,Blue,53,1750.59,35,1156.05,100,EDT,Men,Spicy,"Amber, Woody","Coriander, Geranium, Jasmine, Rose, Pepper",4.3,hawas,4.2,9
220,Dunhill,Desire Silver,192,6341.76,118.95,3928.9185,100,EDT,Men,Floral,"Birch, Vetiver, Amber","Water Notes, Violet Leaf, Cardamom",5,noon,4.2,98.1K
221,Calvin Klein,Euphoria Amber Gold,327,10800.81,166,5482.98,100,EDP,Unisex,Arabian,"Lemon, Mint, Wood Moss","Sandalwood, Cedar",5,noon,4.2,98.1K
222,Britney Spears,Fantasy,189,6242.67,89.95,2971.0485,100,EDP,Women,Floral,"Creamy Musk, Orris Root, Sensual Woods","Cupcakes, White Chocolate Orchid, Jasmine Petals",5,noon,4.2,98.1K
223,GUCCI,Guilty Absolute,515,17010.45,299.85,9904.0455,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.3,noon,4.2,98.1K
224,joop,Homme,170,5615.1,57,1882.71,125,EDT,Men,Citrus,"Patchouli, sandalwood, tonka beans, vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,4.2,98
225,Calvin Klein,Obsession,231,7629.93,120,3963.6,125,EDT,Men,Spicy,"Amber, Sandalwood, Patchouli, Vanilla, Musk","Brazilian Rosewood, Sage, Myrrh, Pine Tree, Nutmeg",3,noon,4.2,98.1K
226,GUESS,Guess Pink,105,3468.15,92.7,3061.881,75,EDP,Women,Fruity,"Amber, Oakmoss, Cedar","Peony, Magnolia, Freesia, Peach, Jasmine, Ylang Ylang, Lily Of The Valley",5,the beauty,4.1,538
227,Calvin Klein,One Shock,383,12650.49,104.7,3458.241,200,EDT,Men,Spicy,"Vetiver, Sandalwood, Amber","Osmanthus, Black Pepper, Cardamom, Black Basil",5,AMLAQ,3.9,135
228,Lancome,Idol,739,24409.17,299,9875.97,50,EDP,Women,Floral,"White Musk, Vanilla","Turkish Rose, Rose De Mai Indian, Jasmine",5,hadayiq baris,3.8,122
229,Dolce & Gabbana,The Only One 2,614,20280.42,137.9,4554.837,100,EDP,Women,Floral,"Tonka, Patchouli, Ambergris, Amber Woods","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122
230,CARTIER,Declaration,390,12881.7,240,7927.2,100,EDP,Men,Fruity,"Cedar, Leather, Amberwood, BenzoinTolu,  Balsam Vetiver","Cardamom, Spices, Cumin",5,PARFUM.1990,3.6,111
231,Marbert,Man,51.95,1715.9085,51.95,1715.9085,125,EDT,Men,Woody,"Musk, Sandalwood, Patchouli, Oak Moss, Virginia Cedar, Amber, Leather","Geranium,Jasmine,Lily Of The Valley,Majorjam,Coriander,Nutmeg",5,neo lek,3.5,88
232,Calvin Klein,One Shock,176,5813.28,106,3501.18,200,EDT,Men,Spicy,"Musk, Patchouli, Amber,, Tobacco","Black Pepper, Lively Black Basil, Resinous Cardamom",5,Dior Fragrances,3.9,69
233,BURBERRY,Brit Rhythm Intense,370,12221.1,136.65,4513.5495,90,EDT,Men,Spicy,"Cashmere Wood,Coumarin,Guaiac Wood,Leather,Sandalwood,Tonka Beans,Vanilla","Amber,Basil,Lavender,Mint,Patchouli",4.6,noon,4.2,98.1K
234,UNITED COLORS OF BENETTON,Cold Silver,72,2378.16,29.35,969.4305,100,EDT,Men,Fresh,"Silver Moss, Mineral Amber, Musk","Cardamom, Silver Sage, Driftwood",4.8,noon,4.2,98.1K
235,Lancome,Miracle,514,16977.42,242,7993.26,100,EDP,Women,Arabian,"Amber, Musk, Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper, Jasmine",5,Parfume-Stor,4.2,98
236,CHOPARD,Rose Malaki,520,17175.6,189.95,6274.0485,80,EDP,Women,Spicy,"Cedarwood, Patchouli, Vanilla","Rose Absolu, Rose Petal Accord, Smoky Leather",4.3,noon,4.2,98.1K
237,LACOSTE,Blanc Pour Homme,356,11758.68,95,3137.85,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",5,Cute Shop,3.9,537
238,JAGUAR,Classic Red,64.95,2145.2985,64.95,2145.2985,100,EDT,Men,Fruity,"Patchouli, Cedar, Amber, Tonka, Vanilla","Jasmine, Pepper, Ozonic Notes",4.4,Star.perfume,3.9,537
239,Lancome,La Vie Est Belle,465,15358.95,233.95,7727.3685,50,EDP,Women,Floral,"Patchouli, Tonka Bean, Vanilla, Praline","Iris, jasmine, Orange Blossom",5,Grass gulf,3.9,537
240,Givenchy,Dahlia Divin Nude,549,18133.47,300,9909,75,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531
241,Dolce & Gabbana,The One,299,9875.97,190,6275.7,100,EDT,Men,Spicy,"Ambery, Cedar wood","Cardamom, Ginger",4.7,hadayiq baris,3.8,122
242,Estee Lauder,Private Collection,461,15226.83,199.35,6584.5305,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",4.6,Rose Gallary,3.5,118
243,UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,111,3666.33,28,924.84,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily-Of-The-Valley",4,Dior Fragrances,3.7,59
244,UNITED COLORS OF BENETTON,Cold,70,2312.1,27.2,898.416,100,EDT,Men,Spicy,"Patchouli, Vetiver, White Musk","Coriander, Lavender, Geranium",4.4,Perfume World Store,3.6,27
245,CAROLINA HERRERA,Ch Men Sports,285,9413.55,115,3798.45,50,EDT,Men,Woody,"Sandalwood, Oak Moss, Vetiver","Sea Notes Mixed With Spices, Aromatic Accords – Sichuan Pepper, Juniper Berries",4.3,Pink Box,4.2,7
246,CHLOE,Nomade,557,18397.71,290.1,9582.003,75,EDP,Women,Floral,"Oakmoss, Amberwood, Patchoulli, Sandalwood, White Musk","Freesia, Jasmine, Rose, Peach",4.6,noon,4.2,98.1K
247,EMPORIO ARMANI,Stronger With You,518,17109.54,154.8,5113.044,100,EDT,Unisex,Floral,"Chestnut, vanilla, musk",Sage,3.5,Beuatyone1,4.2,1.3K
248,Mancera,Cedrat Boise,413,13641.39,253,8356.59,120,EDP,Unisex,"Aromatic,Citrus","Leather,Oakmoss,Vanilla,Woody Notes",Patchouli Leaves,5,Star.perfume,3.7,537
249,Dunhill,Edition,287,9479.61,108.45,3582.1035,100,EDT,Men,Spicy,"Vetiver, Sandalwood, Cedar, Tonka Bean","Carnation, Geranium, Jasmine, Clary Sage",4.6,AMLAQ,3.9,135
250,CARTIER,Pasha Edition Noir,478,15788.34,198.55,6558.1065,100,EDT,Men,Oriental,"Woody Amber, Cedar Accords","Warm, Cuddly Aromas",4.6,AMLAQ,3.9,135
251,Givenchy,Blue Label,380,12551.4,143.85,4751.3655,100,EDT,Men,Spicy,"Cedar, Olibanum, Vetiver","Cardamom, Lavender, Pepper",4.8,hadayiq baris,3.8,122
252,Dior,Joy,500,16515,360,11890.8,90,EDP,Women,Woody,"Sandalwood, Cedar Wood, Vanilla, Caramel Musk, Woody Accords","Jasmine, Rose, Muget, Freesia, Cinnamon",4,Golden Perfumesعطر أصلي 100  %,3.6,113
253,LALIQUE,Encre Noire,140,4624.2,136,4492.08,100,EDT,Men,Woody,"Musk, Cashmere Wood","Haitian, Bourbon Vetiver",4.5,Abu Al Tayyeb Perfumes,3.6,76
254,Calvin Klein,CK One,220,7266.6,98,3236.94,100,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss, Green Tea, Green Accord","Nutmeg, Violet, Orris Root, Lily-of-the-valley, Rose, Freesia,, Jasmine",4.5,Spicebomb,3.8,66
255,PACO RABANNE,Black XS,429,14169.87,310,10239.3,100,EDT,Men,Woody,"Black Amber, Patchouli","Praline, Cinnamon",4.3,Parfume-Stor,3.9,61
256,AZZARO,Pour Homme,225,7431.75,133,4392.99,100,EDT,Men,Woody,"Leather, tonka bean, amber, musk, oakmoss","Sandalwood, juniper berries, patchouli, vetiver, cedar, cardamom",5,Instant,3.7,44
257,CERRUTI 1881,Cerruti,117,3864.51,117,3864.51,100,EDT,Men,Floral,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper, Pine Tree","Vetiver, Ylang-ylang, Rose, Lily-of-the-valley, Cassia",1,London store,3.7,23
258,Rasasi,Relation,126,4161.78,55,1816.65,50,EDP,Women,Fresh,"Musk, Vanilla","Bulgarian Rose, Lilac, Jasmine",5,Willow flower,4.3,5
259,ESCADA,Magnetism,395,13046.85,138.95,4589.5185,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-Of-The-Valley, Rose, Almond Blossom",5,noon,4.2,98.1K
260,BOUCHERON,Pour Homme,340,11230.2,165.7,5473.071,100,EDP,Men,Woody,"Patchouli, Sandalwood","Coriander, Basil",4.5,noon100% Genuine Product,4.2,98.1K
261,DORALL COLLECTION,Eventful,29,957.87,8.3,274.149,100,EDT,Women,Woody,Musk,"Rose, Ylang - Ylang",4.5,B.A.G,3.7,14.1K
262,Yves Saint Laurent,Body Kouros,510,16845.3,229.35,7575.4305,100,EDT,Men,Woody,Benzoin,"Cedar, Sage",5,Star.perfume,3.9,537
263,VERSACE,L'Homme,185,6110.55,145,4789.35,100,EDT,Men,Citrus,"Amber,Labdanum,Leather,Musk,Tonka Beans,Vanilla","Carnation,Cedar,Cinnamon,Jasmine,Patchouli,Rose,Sandalwood",4.2,AMLAQ,3.9,135
264,ESCADA,Magnetism,394,13013.82,139.4,4604.382,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-valley, Rose",4.9,AMLAQ,3.9,135
265,BURBERRY,My Burberry Bl,699,23087.97,255.85,8450.7255,90,EDT,Women,Floral,"Amber, Patchouli","Candied Rose, Peach Nectar",5,AMLAQ,3.9,135
266,DAVIDOFF,Cool Water,360,11890.8,76.95,2541.6585,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122
267,joop,Go,175,5780.25,103.95,3433.4685,100,EDT,Men,Fresh,"Musk, Balsam Fir","Cypress, Violet, Bourbon Geranium",4.4,Abu Al Tayyeb Perfumes,3.6,111
268,Jacques Bogart,Silver Scent,140,4624.2,55,1816.65,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean, Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander, Geranium",4.5,Lady Style,4.3,88
269,Paris Hilton,Fairy Dust,94,3104.82,94,3104.82,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23
270,PRIVE,Windsor,39,1288.17,29.95,989.2485,100,EDP,Women,Fruity,"Vanilla, Blackberry, Amber","Jasmine, Magnalio, Orange Bloosm",3,VIP.PARFUME,4.1,5
271,NARCISO RODRIGUEZ,Narciso,591,19520.73,284.95,9411.8985,90,EDP,Women,Floral,"Vetiver, White Cedar Extract, Cedar","Musk, Gardenia, White Rose",5,noon,4.2,98.1K
272,Lattafa,Rouat Al Oud,144,4756.32,44.25,1461.5775,100,EDP,Unisex,Spicy,"Cedarwood, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",4.3,noon,4.2,98.1K
273,Jimmy Choo,jimmy,329,10866.87,185,6110.55,100,EDT,Men,Fruity,"Amber, Patchouli, Suede","Geranium, Pineapple Leaf, Pink Pepper",4.4,Star.perfume,3.9,537
274,MONTBLANC,Explorer,12,396.36,9.5,313.785,2,EDP,Men,Woody,"Vetiver, Leather, Cedarwood","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467
275,Calvin Klein,Euphoria,268,8852.04,127.25,4203.0675,100,EDP,Men,Woody,"Black Violet, Liquid Amber, Mahogany, Cream Accords","Black Orchid, Champaca Flower",4.8,King-Perfume,3.6,450
276,Ferrari,Man In Red,235,7762.05,119.9,3960.297,100,EDT,Men,Fruity,"Cedar, Tonka Bean, Labdanum","Lavender, Yellow Plum, Orange Blossom",5,top langri,4.4,347
277,Yves Saint Laurent,Cinema,348,11494.44,192.5,6358.275,90,EDP,Women,Floral,"Vanilla, Amber, Benzoin, White Musk","Jasmine, Peony, Amaryllis",2,Parfume-Stor,3.9,135
278,Ferrari,Scuderia Red,218,7200.54,96.65,3192.3495,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss, Vanilla","Jasmine, Geranium, Orris, Nutmeg",5,AMLAQ,3.9,135
279,Jacomo,Silences,158,5218.74,143.95,4754.6685,100,EDP,Women,Floral,"Woody,musky","Danmask Rose,iris,narcissus",5,AMLAQ,3.9,135
280,jil sander,Jil Sander,310,10239.3,175,5780.25,125,EDT,Men,Spicy,"Oakmoss, Cedar, Nutmeg, Woody Notes","Carnation, Geranium, Cinnamon, Patchouli",5,hadayiq baris,3.8,122
281,AMOUAGE,Interlude,854,28207.62,716.8,23675.904,100,EDP,Men,Fresh,"Leather, Agarwood Smoke, Patchouli, Sandalwood","Amber, Frankincense, Opoponax, Cistus, Myrrh",4,Perfume Ms,4.2,20
282,GUESS,Marciano,108.95,3598.6185,108.95,3598.6185,100,EDP,Women,Floral,"Powdery Vanilla, Musk, Woody Accord","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",5,Luxury,412,7
283,joop,Homme,170,5615.1,57,1882.71,125,EDT,Men,Citrus,"Patchouli, sandalwood, tonka beans, vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,3.7,98
284,Alina Corel,Nice Girl,72,2378.16,28.45,939.7035,90,EDP,Women,Fruity,"Amber, Vanilla, Musk","Jasmine, Tuberose",4,noon,4.2,98.1K
285,HUGO BOSS,Hugo Boss,214,7068.42,95,3137.85,125,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.5,Cute Shop,4.2,425
286,MINI COLLECTION,Mini Collection No.1075,10,330.3,10,330.3,25,EDP,Unisex,Musk,wood,vanilla,5,Nuna,3.9,266
287,Ajmal,Rain Drops,234,7729.02,49.9,1648.197,50,EDP,Women,Floral,Ambery Woody,Animalistic Floral,5,Dary.Dar,3.9,178
288,HUGO BOSS,Hugo,395,13046.85,115,3798.45,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135
289,Calvin Klein,One Shock,177,5846.31,102,3369.06,200,EDT,Men,Spicy,"Amber, Patchouli, Woodsy Notes, Musk","Cardamom, Pepper, Basil, Osmanthus",4.7,AMLAQ,3.9,135
290,CHANEL,Allure Sensuelle,681,22493.43,480.6,15874.218,100,EDP,Women,Arabian,"Amber, Patchouli, Vanilla, Musk","Jasmine, Rose, Iris, Candied Fruits, Vetiver",5,hadayiq baris,3.8,122
291,GIORGIO ARMANI,Eau De Cedre,1204,39768.12,470,15524.1,100,EDT,Men,Woody,"Suede, Cedar Essence, Black Tea, Woody Notes","Violet Leaf, Cardamom, Cumin",4.7,MOON LIGHT,3.8,76
292,Mancera,Red Tobacco,590,19487.7,340,11230.2,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods, White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61
293,Jean Paul GAULTIER,Scandal,622,20544.66,350,11560.5,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5,Faces,3.9,61
294,Jimmy Choo,Man Ice,496,16382.88,204.9,6767.847,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, cedar, apple",4.4,Abu Al Tayyeb Perfumes,412,7
295,HUGO BOSS,Deep Red,394,13013.82,179.8,5938.794,90,EDP,Women,Oriental,"Sandalwood, California Cedar, Vanilla, Musk","Freesia, Ginger, Ginger Flower, Hibiscus Seed, Freesia, Tuberose",3,noon,4.2,98.1K
296,Calvin Klein,Escape,184,6077.52,94.95,3136.1985,100,EDP,Women,Oriental,"Vanilla, Musk, Cedar, Sandalwood, Oakmoss, Amber, Vetiver","Carnation, Rose, Peach, Lily of the Valley, Jasmine, Cloves",5,noon,4.2,98.1K
297,DORALL COLLECTION,Dionysus,39,1288.17,10.6,350.118,100,EDT,Men,Floral,"Aromatic Cedarwood, Tonka, Amber, Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus, Crisp Green Apple",3,B.A.G,3.7,14.1K
298,Genie,1029 Collection,43,1420.29,17.8,587.934,40,EDP,Women,Fruity,"Vegetal Amber, Musk, Mahogany","Magnolia, Lotus, Peony",4.8,Parisian Store,3.9,425
299,Lancome,La Vie Est Belle,560,18496.8,217,7167.51,75,EDP,Women,Vanilla,"Patchouli, Praline, Tonka Beans, Vanilla","Iris, Jasmine, Orange Tree Blossom",4.4,Al-Najm,3.7,347
300,ANGEL SCHLESSER,Essential,219,7233.57,83.7,2764.611,50,EDP,Women,Clean,"Sandalwood, Musk, Vetiver, Cedar","Peony, Violet, Freesia, Bulgarian Rose",4.3,AMLAQ,3.9,135
301,VERSACE,Oud Noir,500,16515,260,8587.8,100,EDP,Men,Woody,"Agarwood, Patchouli, Leatherwood","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124
302,Roberto Cavalli,cavalli,110,3633.3,110,3633.3,75,EDP,Women,Arabian,"Benzoin, Tonka Bean, Vanilla",African Orange Flower,5,hadayiq baris,3.8,122
303,CAROLINA HERRERA,212 VIP,566,18694.98,258.7,8544.861,200,EDT,Men,Vanilla,"King Wood, Salty Amber, Tonka Beans","Chilled Vodka, Hot Ginger, Slice Of Apple",4.4,Parvant Store,3.8,76
304,CAROLINA HERRERA,Prive,425,14037.75,140,4624.2,100,EDT,Men,Aromatic,"Leather, Benzoin, Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66
305,ADOLFO DOMINGUEZ,Vetiver Hombre,456,15061.68,110.25,3641.5575,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli, Roots","Jasmine, Lily, Clove",1,Victoria,3.5,30
306,Fendi,Furiosa,550,18166.5,184.5,6094.035,100,EDP,Women,Floral,"Incense, Gaïac Wood, Amber","Jasmine Absolute, Violaciocca Flower, Gardenia",4.2,noon,4.2,98.1K
307,jennifer lopez,Live,275,9083.25,99.35,3281.5305,100,EDP,Women,Fruity,"Caramel, Sandalwood, Tonka Beans, Vanilla","Peony, Red Currant Blossom, Violet",4.5,noon,4.2,98.1K
308,Lattafa,Velvet Oud,85,2807.55,56.75,1874.4525,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar, Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood, Incense",4,noon,4.2,98.1K
309,Guerlain,Habit Rouge,435,14368.05,218.45,7215.4035,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose",4.5,Star.perfume,3.5,537
310,AVON,Rare Pearls,70.5,2328.615,70.5,2328.615,50,EDP,Women,Floral,"Pearl Musk, Sandalwood,, Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia, Broom Flower)",3,top langri,3.7,347
311,ROCHAS,Secret De Rochas,145,4789.35,67,2213.01,100,EDP,Women,Fruity,"Oakmoss, Sandalwood, Civet, Cedarwood, Musk, Orris, Tonka Bean","Osmanthus, Jasmine",3,KOZMA,4.4,337
312,jennifer lopez,Live Luxe,168,5549.04,95,3137.85,100,EDP,Women,Fresh,"diamond musk, soft musk","muguet petals, exotic amethyst freesia",5,neo lek,3.5,88
313,Guerlain,Mon Florale,635,20974.05,319,10536.57,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",4.8,Faces,3.9,61
314,GUCCI,Guilty Intense,330,10899.9,224,7398.72,90,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33
315,PRADA,Milano Infusion D'iris,500,16515,338,11164.14,100,EDP,Women,Woody,"Incense, Benzoin","Iris, Cedar, Vetiver",5,Shopping life,4.2,20
316,Michael Kors,kors,419,13839.57,273,9017.19,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5,Beautiful Live,4.2,7
317,Yves Saint Laurent,L'Homme,583,19256.49,338.3,11174.049,100,EDP,Men,Woody,"Cedar, Benzoin, Suede Accord","Violet Leaf, Orange Blossom",5,noon,4.2,98.1K
318,Ajmal,Teenz,134,4426.02,74.85,2472.2955,50,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",4.5,noon,4.2,98.1K
